"","Threshold","Ensembling","number_SVM","number_RDA","number_RF","mean_Accuracy","sd_Accuracy","mean_Sensitivity","sd_Sensitivity","mean_Specificity","sd_Specificity"
"2444",0.35,"Rank averaging",7,4,0,75.2420637096332,10.8909719266914,78.5714285714286,30.3045763365663,75.1700836627747,11.8674582059028
"1941",0.4,"Rank averaging",7,3,0,75.2387740555951,10.4226430755081,78.5714285714286,30.3045763365663,75.1666360209617,11.3880141945714
"1188",0.55,"Rank averaging",3,2,0,85.4717912166237,5.88357503771426,71.4285714285714,40.4061017820884,85.8129539395054,6.98688069394357
"1793",0.35,"Rank averaging",4,3,2,75.0781292834037,11.122810215605,78.5714285714286,30.3045763365663,75.0022984278753,12.1047423606633
"113",0.35,"Rank averaging",2,0,0,75.0616810132134,8.7811659596882,78.5714285714286,30.3045763365663,74.9850602188103,9.70752230400674
"239",0.35,"Rank averaging",4,0,0,75.0583913591754,8.31283710850483,78.5714285714286,30.3045763365663,74.9816125769973,9.22807829267541
"176",0.35,"Rank averaging",3,0,0,75.0518120510993,7.37617940613808,78.5714285714286,30.3045763365663,74.9747172933713,8.26919027001277
"8",0.35,"Rank averaging",0,0,1,75.0189155107188,2.69289089430438,78.5714285714286,30.3045763365663,74.9402408752413,3.47475015669955
"1122",0.4,"Rank averaging",2,2,0,74.9109052031361,10.8863196533353,78.5714285714286,30.3045763365663,74.831065551163,11.8625825040926
"997",0.45,"Rank averaging",0,2,0,74.8812983167937,6.67135999268497,78.5714285714286,30.3045763365663,74.800036774846,7.5475864021107
"1631",0.65,"Rank averaging",2,3,0,84.9964362081254,8.92073416037198,71.4285714285714,40.4061017820884,85.3268364438724,10.0959532148819
"1795",0.45,"Rank averaging",4,3,2,84.9898569000493,7.98407645800524,71.4285714285714,40.4061017820884,85.3199411602464,9.1370651922193
"1627",0.45,"Rank averaging",2,3,0,74.4289708865618,12.9868210736263,78.5714285714286,30.3045763365663,74.338052771904,14.0127670023683
"2318",0.35,"Rank averaging",5,4,0,74.4223915784857,12.0501633712595,78.5714285714286,30.3045763365663,74.331157488278,13.0538789797057
"2381",0.35,"Rank averaging",6,4,0,74.4125226163715,10.6451768177094,78.5714285714286,30.3045763365663,74.320814562839,11.6155469457117
"1818",0.55,"Rank averaging",5,3,0,84.6554087395142,7.51109533346574,71.4285714285714,40.4061017820884,84.9774754068217,8.65274547907782
"1290",0.4,"Rank averaging",4,2,2,84.6521190854762,7.04276648228237,71.4285714285714,40.4061017820884,84.9740277650087,8.17330146774651
"1227",0.4,"Rank averaging",3,2,2,84.6488294314381,6.574437631099,71.4285714285714,40.4061017820884,84.9705801231957,7.69385745641518
"1541",0.35,"Rank averaging",0,3,2,74.2584571522561,12.2820016601732,78.5714285714286,30.3045763365663,74.1633722533787,13.2911631344663
"1755",0.55,"Rank averaging",4,3,0,84.4947639673228,8.21126247356273,71.4285714285714,40.4061017820884,84.8131378137354,9.36947364516973
"1164",0.4,"Rank averaging",2,2,2,84.4914743132847,7.74293362237936,71.4285714285714,40.4061017820884,84.8096901719224,8.89002963383841
"179",0.5,"Rank averaging",3,0,0,84.4783156971325,5.86961821764589,71.4285714285714,40.4061017820884,84.7958996046704,6.97225358851312
"2129",0.35,"Rank averaging",2,4,0,74.0978123800647,12.9821688002701,78.5714285714286,30.3045763365663,73.9990346602924,14.0078913005582
"1436",0.35,"Rank averaging",7,2,0,74.0714951477603,9.23553799080319,78.5714285714286,30.3045763365663,73.9714535257883,10.1723392099076
"576",0.4,"Rank averaging",1,1,1,74.0287296452656,3.14726292541937,78.5714285714286,30.3045763365663,73.9266341822194,3.93956706260042
"1878",0.4,"Rank averaging",6,3,0,73.9141400296069,10.4040339820836,78.5714285714286,30.3045763365663,73.810563574515,11.3685113873308
"2172",0.4,"Rank averaging",2,4,2,84.1701847689018,9.14326790257335,71.4285714285714,40.4061017820884,84.4810149857498,10.3234859660222
"1693",0.6,"Rank averaging",3,3,0,84.1668951148637,8.67493905138998,71.4285714285714,40.4061017820884,84.4775673439368,9.8440419546909
"72",0.4,"Rank averaging",1,0,1,73.8680848730742,3.84743006551636,78.5714285714286,30.3045763365663,73.762296589133,4.65629522869233
"281",0.35,"Rank averaging",4,0,2,84.1537364987116,6.80162364665651,71.4285714285714,40.4061017820884,84.4637767766847,7.92626590936562
"1313",0.5,"Rank averaging",5,2,0,84.1504468446735,6.33329479547313,71.4285714285714,40.4061017820884,84.4603291348717,7.44682189803429
"2192",0.35,"Rank averaging",3,4,0,73.7600745654915,12.0408588245473,78.5714285714286,30.3045763365663,73.6531212650547,13.0441275760854
"1250",0.5,"Rank averaging",4,2,0,83.9930917265201,7.50179078675349,71.4285714285714,40.4061017820884,84.2994391835984,8.64299407545752
"1479",0.4,"Rank averaging",7,2,2,83.989802072482,7.03346193557012,71.4285714285714,40.4061017820884,84.2959915417854,8.1635500641262
"155",0.35,"Rank averaging",2,0,2,83.983222764406,6.09680423320339,71.4285714285714,40.4061017820884,84.2890962581594,7.20466204146356
"302",0.35,"Rank averaging",5,0,0,73.5599539448435,7.12107975044384,78.5714285714286,30.3045763365663,73.4474119702124,8.00752760620143
"2132",0.5,"Rank averaging",2,4,0,83.8423159164428,9.60694448040059,71.4285714285714,40.4061017820884,84.1454445159511,10.7980542755434
"1125",0.55,"Rank averaging",2,2,0,83.8258676462525,7.26530022448375,71.4285714285714,40.4061017820884,84.1282063068861,8.40083421888678
"218",0.35,"Rank averaging",3,0,2,83.8159986841384,5.86031367093364,71.4285714285714,40.4061017820884,84.1178633814471,6.96250218489283
"558",0.55,"Rank averaging",1,1,0,83.7962607599101,3.05034056383341,71.4285714285714,20.2030508910442,84.0937298887561,3.60639410557357
"1752",0.4,"Rank averaging",4,3,0,73.4322057130325,12.5045354023745,78.5714285714286,30.3045763365663,73.317550795256,13.5186958856066
"1815",0.4,"Rank averaging",5,3,0,73.4289160589945,12.0362065511912,78.5714285714286,30.3045763365663,73.314103153443,13.0392518742752
"1943",0.5,"Rank averaging",7,3,0,83.4979987937935,7.728976802311,71.4285714285714,40.4061017820884,83.7926358370874,8.87540252840796
"116",0.5,"Rank averaging",2,0,0,83.4848401776413,5.85566139757751,71.4285714285714,40.4061017820884,83.7788452698354,6.95762648308267
"2003",0.35,"Rank averaging",0,4,0,73.0977575524974,12.031554277835,78.5714285714286,30.3045763365663,72.9750850418314,13.0343761724651
"1416",0.4,"Rank averaging",6,2,2,83.3209057514118,6.08749968649113,71.4285714285714,40.4061017820884,83.6110600349361,7.19491063784325
"75",0.55,"Rank averaging",1,0,1,83.2945885191074,2.34086887702416,71.4285714285714,20.2030508910442,83.5800312586191,2.87991453586136
"365",0.35,"Rank averaging",6,0,0,72.9009265858874,7.58010405491495,78.5714285714286,30.3045763365663,72.7728233888021,8.47722021391247
"2446",0.45,"Rank averaging",7,4,0,83.1668402872965,7.72432452895487,71.4285714285714,40.4061017820884,83.4536177254758,8.87052682659781
"241",0.45,"Rank averaging",4,0,0,83.1569713251823,6.31933797540475,71.4285714285714,40.4061017820884,83.4432748000368,7.43219479260384
"1438",0.45,"Rank averaging",7,2,0,82.9963265529908,7.01950511550175,71.4285714285714,40.4061017820884,83.2789372069504,8.14892295869575
"1732",0.45,"Rank averaging",3,3,2,82.8521300509896,10.0613165115156,71.4285714285714,40.4061017820884,83.1318378229291,11.2628711814443
"2383",0.45,"Rank averaging",6,4,0,82.8389714348374,8.18800110678211,71.4285714285714,40.4061017820884,83.1180472556771,9.34509513611898
"1121",0.35,"Rank averaging",2,2,0,72.4321508854652,11.5539208799394,78.5714285714286,30.3045763365663,72.2936011767951,12.5451807575135
"2257",0.45,"Rank averaging",4,4,0,82.681616316684,9.35649709806246,71.4285714285714,40.4061017820884,82.9571573044038,10.5412673135422
"470",0.35,"Rank averaging",7,0,2,82.6618783924557,6.54652399096225,71.4285714285714,40.4061017820884,82.9364714535258,7.66460324555429
"1689",0.4,"Rank averaging",3,3,0,72.2715061132738,12.2540880200364,78.5714285714286,30.3045763365663,72.1292635837087,13.2619089236054
"1310",0.35,"Rank averaging",5,2,0,72.2484785350074,8.97578606175281,78.5714285714286,30.3045763365663,72.1051300910177,9.90580084428612
"2320",0.45,"Rank averaging",5,4,0,82.5143922364165,9.12000653579272,71.4285714285714,40.4061017820884,82.7859244276915,10.2991074569715
"178",0.45,"Rank averaging",3,0,0,82.4913646581501,5.84170457750913,71.4285714285714,40.4061017820884,82.7617909350004,6.94299937765223
"1247",0.35,"Rank averaging",4,2,0,72.1009923789681,11.5492686065833,78.5714285714286,30.3045763365663,71.9545830651834,12.5403050557033
"1373",0.35,"Rank averaging",6,2,0,72.0812544547398,8.73929549948306,78.5714285714286,30.3045763365663,71.9338972143054,9.66364098771539
"1501",0.45,"Rank averaging",0,3,0,71.9370579527386,11.7811068954969,78.5714285714286,30.3045763365663,71.7867978302841,12.7775892104639
"1184",0.35,"Rank averaging",3,2,0,71.9271889906245,10.3761203419468,78.5714285714286,30.3045763365663,71.7764549048451,11.3392571764699
"1187",0.5,"Rank averaging",3,2,0,82.1700751137672,7.24203885770311,71.4285714285714,40.4061017820884,82.4331157488278,8.37645570983605
"1626",0.4,"Rank averaging",2,3,0,71.7829924886233,13.4179317379606,78.5714285714286,30.3045763365663,71.6293555208238,14.4532053992185
"1630",0.6,"Rank averaging",2,3,0,82.0324579198421,11.2205079560837,71.4285714285714,40.4061017820884,82.2929116484325,12.4492919552472
"1983",0.4,"Rank averaging",7,3,2,82.0225889577279,9.81552140253359,71.4285714285714,40.4061017820884,82.2825687229935,11.0109599212532
"304",0.45,"Rank averaging",5,0,0,81.9962717254235,6.06889059306663,71.4285714285714,40.4061017820884,82.2549875884895,7.17540783060267
"575",0.35,"Rank averaging",1,1,1,71.5532649816328,4.28319300320686,78.5714285714286,30.3045763365663,71.3926174496644,5.10160932735261
"996",0.4,"Rank averaging",0,2,0,71.4057788255935,6.85667554803732,78.5714285714286,30.3045763365663,71.2420704238301,7.7361135387698
"71",0.35,"Rank averaging",1,0,1,71.238554745326,6.62018498576757,78.5714285714286,30.3045763365663,71.0708375471178,7.49395368219907
"1817",0.5,"Rank averaging",5,3,0,81.5209167169253,9.10604971572435,71.4285714285714,40.4061017820884,81.7688700928565,10.284480351541
"115",0.45,"Rank averaging",2,0,0,81.501178792697,6.29607660862412,71.4285714285714,40.4061017820884,81.7481842419785,7.4078162835531
"1230",0.55,"Rank averaging",3,2,2,91.7374856077636,2.2253374220137,64.2857142857143,30.3045763365663,92.3945021605222,3.00668278292524
"2486",0.35,"Rank averaging",7,4,2,81.3569822906958,9.33788800463797,71.4285714285714,40.4061017820884,81.6010848579571,10.5217645063016
"1249",0.45,"Rank averaging",4,2,0,81.3438236745436,7.46457259990448,71.4285714285714,40.4061017820884,81.5872942907052,8.60398846097633
